symbol,korean_name,judgement,final_action,final_advice,final_score,price,change_24h,btc_regime,rs_vs_btc_24h,swing_structure,rsi14_240m,volume_ratio_240m,atr_pct_240m,trade_value_24h,ma_rising_240m,last_completed_240m,last_completed_60m,entry_status,entry_score,entry_distance_ma20_pct,entry_price,MA5_240m,MA20_240m,MA60_240m,MA120_240m,MA20_slope_pct_240m,MA60_slope_pct_240m,MA120_slope_pct_240m,MA20_60m,ATR14_60m,score_trend_4h,score_entry_1h,score_ma20_position,score_market_quality,score_penalty,score_penalty_overheat,score_penalty_below_ma20,score_penalty_daily_surge,atr,buy_zone_low,buy_zone_high,buy_reference,stop_price,risk_per_unit,risk_pct,take_profit_1,take_profit_2,runner_trigger_4r,breakeven_stop,trailing_stop_normal,trailing_stop_tight,trailing_stop_current,runner_mode,risk_budget,position_amount,position_quantity,actual_risk_amount,actual_risk_pct,position_capped
KRW-SPX,에스피엑스6900,눌림 기다리기,분할매수 관심,Q3 Strong · BTC 대비 상대강도 우위 · HH/HL 상승 구조 · 거래량이 평균 이상 → 계획 매수구간과 손절선을 지키는 전제에서 우선순위가 높은 후보입니다.,63.0,740.0,13.32,Q3 Strong,13.54605688892746,HH/HL,69.10364471685389,1.3481390877188069,5.1254826254826265,4091779840,True,2026-08-26 17:00:00,2026-08-26 23:00:00,눌림 확인,4,0.6597293069441568,740.0,733.8,667.3,566.1666666666666,510.15833333333336,3.0579150579150616,5.212624276024402,4.58350416837503,735.15,18.214285714285715,30.0,20.0,20.0,3.0,10.0,0.0,0.0,10.0,18.214285714285715,726.0428571428571,744.2571428571429,740.0,703.5714285714286,36.428571428571445,4.922779922779925,794.6428571428571,831.0714285714287,885.7142857142858,740.0,740.0,740.0,740.0,기본 Trail(2ATR),500000.0,10156862.745098034,13725.490196078425,500000.0,0.5,False
KRW-LSK,리스크,과열 주의,관망 / 반등 확인,4시간봉이 LH/LL 하락 구조 → 최소한 HL 또는 HH 전환을 확인한 뒤 접근하는 편이 낫습니다.,62.8,144.0,6.3,Q3 Strong,6.522145444473637,LH/LL,64.8516518196339,3.0292935632791766,4.550264550264551,14704779535,True,2026-08-26 17:00:00,2026-08-26 23:00:00,과열 주의,4,10.471806674338335,144.0,130.2,126.35,118.18333333333334,113.075,1.5675241157556252,1.8821839080459757,2.107005794265948,130.35,6.928571428571429,27.8,40.0,0.0,10.0,15.0,15.0,0.0,0.0,6.928571428571429,126.88571428571429,133.81428571428572,133.81428571428572,123.63571428571429,10.17857142857143,7.606490872210955,149.08214285714286,159.2607142857143,174.52857142857144,133.81428571428572,133.81428571428572,133.81428571428572,133.81428571428572,기본 Trail(2ATR),500000.0,6573333.333333332,49122.80701754385,500000.0,0.5,False
KRW-DRV,디라이브,눌림 기다리기,관망,Swing 구조가 LH/HL로 혼재 · 진입 신호가 아직 완성되지 않음 → 추가 확인 전에는 신규 진입 우선순위를 낮게 두는 편이 좋습니다.,62.0,227.0,17.56,Q3 Strong,17.78390845580452,LH/HL,77.191612225368,5.566662443227629,8.65441612329579,23259288813,True,2026-08-26 17:00:00,2026-08-26 23:00:00,눌림 대기,3,5.630525825965571,227.0,211.0,200.05,161.48333333333332,149.28333333333333,4.656029296364106,3.959227467811144,5.116770332120635,214.9,17.857142857142858,30.0,30.0,8.0,4.0,10.0,0.0,0.0,10.0,17.857142857142858,205.9714285714286,223.82857142857142,223.82857142857142,201.50714285714287,22.321428571428555,9.972555527189169,257.31071428571425,279.6321428571428,313.11428571428564,223.82857142857142,223.82857142857142,223.82857142857142,223.82857142857142,기본 Trail(2ATR),500000.0,5013760.000000003,22400.000000000015,499999.99999999994,0.49999999999999994,False
KRW-A,볼타,눌림 기다리기,관망 / 반등 확인,4시간봉이 LH/LL 하락 구조 → 최소한 HL 또는 HH 전환을 확인한 뒤 접근하는 편이 낫습니다.,56.6,104.0,2.0,Q3 Strong,2.222932846048431,LH/LL,51.97754053510026,2.871007769177973,3.172268907563025,480368972,True,2026-08-26 17:00:00,2026-08-26 23:00:00,눌림 확인,3,0.9708737864077666,104.0,103.2,102.35,95.81666666666666,92.80583333333334,0.3283830809194699,1.6892190678340802,1.1122006137531448,103.0,2.0714285714285716,21.6,10.0,20.0,5.0,0.0,0.0,0.0,0.0,2.0714285714285716,101.96428571428571,104.03571428571429,104.0,101.16428571428571,2.835714285714289,2.726648351648355,108.25357142857143,111.08928571428572,115.34285714285716,104.0,104.0,104.0,104.0,기본 Trail(2ATR),500000.0,18337531.486146078,176322.41813602,500000.0000000001,0.5000000000000001,False
KRW-SIGN,사인,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,44.8,10.9,4.72,Q3 Strong,4.939913978123911,HH/HL,62.63138529937996,2.6120999418145647,2.9601029601029634,894441174,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,2,-0.27447392497713663,10.9,10.92,10.705,10.136833333333334,9.753166666666665,0.5636449037106583,1.6122026196204065,1.360561892142309,10.930000000000001,0.2357142857142859,22.8,20.0,5.0,7.0,10.0,0.0,10.0,0.0,0.2357142857142859,10.812142857142858,11.047857142857145,10.9,10.62047619047619,0.27952380952381084,2.5644386194845032,11.319285714285716,11.598809523809528,12.018095238095244,10.9,10.9,10.9,10.9,기본 Trail(2ATR),500000.0,19497444.633730743,1788756.3884156644,500000.0,0.5,False
KRW-FF,팔콘파이낸스,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,36.0,133.0,11.29,Q3 Strong,11.513255426693581,HH/HL,68.56381047518283,4.862148888815492,6.055900621118012,6965251946,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,1,-4.144144144144146,133.0,139.2,126.9,105.04166666666667,98.17416666666666,3.507340946166404,4.657920956492867,4.507309630260448,138.75,6.857142857142857,30.0,10.0,0.0,6.0,10.0,0.0,10.0,0.0,6.857142857142857,135.32142857142858,142.17857142857142,139.43571428571428,126.82142857142857,12.614285714285714,9.046667691204343,158.35714285714286,170.97142857142856,189.89285714285714,139.43571428571428,139.43571428571428,139.43571428571428,139.43571428571428,기본 Trail(2ATR),500000.0,5526896.942242355,39637.599093997735,500000.0,0.5,False
KRW-W,웜홀,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,28.3,12.9,3.82,Q3 Strong,4.039726739178196,LH/HL,61.36789695380877,2.3056608105077037,3.0462184873949565,2553864772,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,1,-2.012913026965446,12.9,13.2,13.145,12.481666666666666,12.124166666666666,0.766577232656207,0.9707428879600632,1.1189880455935386,13.165000000000001,0.3285714285714289,20.3,10.0,0.0,8.0,10.0,0.0,10.0,0.0,0.3285714285714289,13.000714285714286,13.329285714285716,13.197857142857144,12.869285714285715,0.3285714285714292,2.4895816420414616,13.690714285714288,14.019285714285717,14.51214285714286,13.197857142857144,13.197857142857144,13.197857142857144,13.197857142857144,기본 Trail(2ATR),500000.0,20000000.0,1515397.5212426258,497916.32840829226,0.4979163284082923,True
KRW-PIEVERSE,파이버스,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,27.5,1407.0,4.21,Q3 Strong,4.4372185603341325,LH/HL,61.210345955643476,0.658959877476353,3.9508469597571727,1900150082,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,0,-2.4001109877913374,1407.0,1452.4,1385.4,1329.65,1216.7083333333333,1.9051121735932375,1.9292440174270897,2.6216833596907296,1441.6,27.142857142857142,29.5,0.0,0.0,8.0,10.0,0.0,10.0,0.0,27.142857142857142,1428.0285714285712,1455.1714285714286,1444.3142857142857,1397.0785714285714,47.235714285714266,3.270459535914224,1515.167857142857,1562.4035714285715,1633.2571428571428,1444.3142857142857,1444.3142857142857,1444.3142857142857,1444.3142857142857,기본 Trail(2ATR),500000.0,15288371.389686987,10585.210948132471,500000.00000000006,0.5000000000000001,False
KRW-PYTH,피스네트워크,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,22.9,68.6,3.42,Q3 Strong,3.641736264851836,LH/HL,56.29759109428212,6.551431907134689,4.67335694608422,11054727044,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,0,-4.946653734238593,68.6,71.66,70.74499999999999,63.54666666666667,60.244166666666665,0.5757748080750469,2.582866982350396,2.5709056341425507,72.16999999999999,2.5714285714285734,22.9,0.0,0.0,10.0,10.0,0.0,10.0,0.0,2.5714285714285734,70.8842857142857,73.45571428571428,72.42714285714284,69.47095238095238,2.956190476190457,4.0816058173402245,76.86142857142852,79.81761904761899,84.25190476190467,72.42714285714284,72.42714285714284,72.42714285714284,72.42714285714284,기본 Trail(2ATR),500000.0,12250080.54123719,169136.59793814542,500000.0,0.5,False
KRW-ZRO,레이어제로,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,22.2,1571.0,11.48,Q3 Strong,11.706186434565168,HH/HL,56.64216028417522,0.6482554663421481,6.350179556801261,16214956833,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,0,-5.127121202971196,1571.0,1663.4,1615.05,1349.95,1255.4083333333333,1.0385060527385859,4.4933818406997394,3.9811983627942915,1655.9,54.07142857142857,25.2,0.0,0.0,7.0,10.0,0.0,10.0,0.0,54.07142857142857,1628.8642857142859,1682.9357142857143,1661.307142857143,1568.6976190476191,92.60952380952381,5.574497419559182,1800.2214285714285,1892.8309523809526,2031.7452380952382,1661.307142857143,1661.307142857143,1661.307142857143,1661.307142857143,기본 Trail(2ATR),500000.0,8969418.44919786,5399.012751953928,500000.0,0.5,False
KRW-PLUME,플룸,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,22.1,18.8,4.28,Q3 Strong,4.501007712358584,HH/HL,57.937370761235634,1.4155437056348072,2.930402930402932,1606548437,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,1,-1.0005265929436624,18.8,18.94,18.79,18.491666666666667,17.93,0.508157261299802,0.23489023398681752,1.9039499857913977,18.990000000000002,0.3499999999999999,14.1,10.0,0.0,8.0,10.0,0.0,10.0,0.0,0.3499999999999999,18.815,19.165000000000003,19.025000000000002,18.675,0.3500000000000014,1.83968462549278,19.550000000000004,19.900000000000006,20.425000000000008,19.025000000000002,19.025000000000002,19.025000000000002,19.025000000000002,기본 Trail(2ATR),500000.0,20000000.0,1051248.3574244415,367936.92509855604,0.367936925098556,True
KRW-MOVE,무브먼트,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,20.8,11.3,8.18,Q3 Strong,8.40475102786661,LH/HL,60.34642553714119,0.9148157424795966,5.102040816326527,13721506242,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,0,-3.5424669227486105,11.3,11.7,11.28,9.961,9.737083333333334,1.4388489208633004,2.5779211863243168,0.6633642041783405,11.715,0.65,23.8,0.0,0.0,7.0,10.0,0.0,10.0,0.0,0.65,11.39,12.04,11.78,10.948333333333334,0.8316666666666652,7.059988681380859,13.027499999999996,13.859166666666663,15.10666666666666,11.78,11.78,11.78,11.78,기본 Trail(2ATR),500000.0,7082164.328657326,601202.4048096202,499999.99999999994,0.49999999999999994,False
KRW-BIRB,문버드,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,17.2,76.1,1.02,Q3 Strong,1.2459507488617239,HH/HL,54.99613499568673,1.030887413948189,3.345388788426766,1121858275,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,1,-1.316216040977758,76.1,77.46,76.99000000000001,75.61833333333333,74.44000000000001,0.4239222591795766,0.36277567633329344,0.6637442387225523,77.115,1.3214285714285725,11.2,10.0,0.0,6.0,10.0,0.0,10.0,0.0,1.3214285714285725,76.4542857142857,77.77571428571429,77.24714285714285,75.92571428571428,1.3214285714285694,1.7106504170288288,79.22928571428571,80.55071428571426,82.53285714285713,77.24714285714285,77.24714285714285,77.24714285714285,77.24714285714285,기본 Trail(2ATR),500000.0,20000000.0,258909.2523070664,342130.0834057658,0.34213008340576584,True
KRW-EDGE,디피니티브,반등 확인 필요,반등 확인 후 접근,현재가가 1시간 MA20 아래 → 1시간 MA20 회복과 거래량 동반을 확인하는 것이 우선입니다.,13.9,97.8,1.63,Q3 Strong,1.857253581492746,LH/HL,63.600381659921645,0.873522934120454,1.7444364680545592,395142196,True,2026-08-26 17:00:00,2026-08-26 23:00:00,MA20 하회,0,-1.157208550204658,97.8,99.2,97.96000000000001,93.11833333333333,90.79333333333334,0.420297283444393,1.0252422971213315,1.0611457405758529,98.945,1.3142857142857167,18.9,0.0,0.0,5.0,10.0,0.0,10.0,0.0,1.3142857142857167,98.28785714285713,99.60214285714285,99.07642857142856,97.34785714285715,1.7285714285714135,1.7446848392654872,101.66928571428568,103.3978571428571,105.99071428571422,99.07642857142856,99.07642857142856,99.07642857142856,99.07642857142856,기본 Trail(2ATR),500000.0,20000000.0,201864.36156790933,348936.96785309736,0.34893696785309736,True
